Account_ID,Customer_Age,Annual_Income_USD,Credit_Score,Offer_Type,Discount_Percent,Credit_Limit_USD,Avg_Monthly_Spend_USD,Campaign_Cost_USD,Profit_Margin_Percent,Campaign_Channel,Region,Customer_Segment,Accepted_Offer,Retained_6_Months,Campaign_Date
ACC1053954,35,29329.07,850,Balance Transfer,27.4,49933.99,4222.34,122.66,24.24,Branch,Middle East,Mass Market,1,1,2025-10-18
ACC1053955,62,66335.35,667,Travel Rewards,20.77,22071.99,3462.56,51.81,39.14,Phone Call,North America,Student,1,1,2025-06-15
ACC1053956,69,56184.73,753,Cashback,28.63,3856.48,4904.88,137.4,25.59,Branch,Latin America,HNI,1,1,2025-03-25
ACC1053957,41,62918.52,661,Dining Rewards,12.9,12856.36,6042.11,72.2,7.34,Social Media,Middle East,SME,1,1,2025-02-22
ACC1053958,46,93036.06,647,Premium Lifestyle,14.72,9757.09,5820.16,12.82,9.04,Branch,Middle East,Student,1,1,2024-11-30
ACC1053959,66,29645.63,609,Travel Rewards,5.6,9808.03,1730.95,14.42,16.37,Branch,Europe,SME,0,0,2024-07-20
ACC1053960,27,43325.52,668,Travel Rewards,16.34,5494.44,123.56,144.76,18.27,Phone Call,Europe,SME,0,0,2025-07-17
ACC1053961,52,67224.03,695,Low Interest,23.33,3599.4,275.9,137.32,31.76,Branch,Latin America,Student,1,1,2025-09-13
ACC1053962,40,85070.03,647,Low Interest,9.63,31852.45,6916.4,49.18,26.26,SMS,Latin America,Mass Market,1,1,2024-08-18
ACC1053963,55,85333.59,735,Travel Rewards,5.26,27555.91,3636.91,16.07,12.4,Branch,North America,HNI,1,1,2026-01-31
ACC1053964,60,50476.32,736,Balance Transfer,7.03,49910.33,1639.35,139.32,6.47,SMS,Asia Pacific,Student,0,0,2025-10-27
ACC1053965,29,82881.44,692,Balance Transfer,27.52,10970.64,2116.8,49.9,37.78,SMS,Middle East,HNI,1,1,2024-07-13
ACC1053966,57,47756.96,755,Cashback,7.54,32392.88,5926.65,73.04,19.67,Branch,Asia Pacific,Affluent,1,1,2026-01-16
ACC1053967,50,113907.67,727,Premium Lifestyle,9.11,30642.8,4386.58,41.02,13.51,Phone Call,Asia Pacific,HNI,1,1,2025-05-13
ACC1053968,30,105088.92,640,Dining Rewards,13.91,2838.34,2800.91,17.09,15.1,Phone Call,Europe,SME,1,1,2025-03-23
ACC1053969,49,95364.02,594,Premium Lifestyle,19.86,3879.05,2895.18,71.32,37.95,Social Media,North America,HNI,0,0,2024-05-17
ACC1053970,41,95422.25,640,Travel Rewards,14.47,9001.42,2709.48,36.94,15.07,Email,Middle East,Affluent,0,1,2024-07-07
ACC1053971,63,50908.03,745,Premium Lifestyle,18.71,33727.18,4473.25,35.99,35.7,Phone Call,Asia Pacific,SME,1,1,2025-10-21
ACC1053972,54,109265.57,731,Balance Transfer,31.2,3330.86,3223.77,33.93,31.78,Branch,Europe,Student,1,1,2025-05-29
ACC1053973,52,74856.49,643,Dining Rewards,27.25,46001.71,3729.08,30.16,18.43,Phone Call,Asia Pacific,Student,1,1,2026-03-10
ACC1053974,25,79451.47,576,Dining Rewards,13.55,29015.99,638.93,75.45,8.57,Social Media,Asia Pacific,Affluent,0,1,2024-12-13
ACC1053975,58,62918.5,758,Cashback,10.85,44280.01,6661.09,114.09,35.24,Email,Middle East,Affluent,1,1,2026-03-29
ACC1053976,42,89435.01,689,Dining Rewards,32.51,39058.59,458.72,91.28,6.12,SMS,Middle East,Student,0,1,2025-02-13
ACC1053977,40,34621.26,646,Cashback,22.48,47400.26,2397.22,63.54,10.81,Branch,Europe,HNI,0,0,2025-06-17
ACC1053978,67,67057.83,671,Balance Transfer,32.61,9622.62,4292.79,95.14,22.63,Social Media,Latin America,SME,1,1,2026-04-17
ACC1053979,66,74025.39,740,Dining Rewards,12.24,12175.08,2930.45,111.85,6.86,Social Media,Europe,Mass Market,1,1,2024-06-04
ACC1053980,21,82894.06,758,Premium Lifestyle,14.64,5202.52,5297.51,97.88,34.84,SMS,Middle East,SME,1,1,2026-02-18
ACC1053981,27,76569.73,850,Balance Transfer,25.93,16332.87,4983.76,40.86,7.79,SMS,North America,Student,1,1,2026-01-05
ACC1053982,57,86654.13,676,Dining Rewards,26.18,40411.66,3944.86,14.71,6.79,Branch,Middle East,Student,1,1,2025-07-18
ACC1053983,61,48080.45,633,Balance Transfer,14.13,27373.96,6501.74,82.86,13.42,Email,North America,HNI,1,0,2025-04-08
ACC1053984,63,58538.54,822,Cashback,15.75,5724.79,2041.83,87.44,7.35,Branch,North America,Student,1,1,2024-08-14
ACC1053985,29,100699.85,622,Premium Lifestyle,6.87,37607.82,6718.9,62.32,12.17,Email,Latin America,HNI,1,1,2024-11-23
ACC1053986,61,73511.99,795,Premium Lifestyle,25.7,47160.68,3837.79,148.88,26.97,SMS,Latin America,HNI,1,1,2025-11-08
ACC1053987,58,85541.91,711,Cashback,32.63,24174.32,1144.58,126.21,23.24,Social Media,Asia Pacific,Mass Market,1,1,2024-08-05
ACC1053988,38,77390.62,737,Premium Lifestyle,25.18,22702.76,634.46,43.63,6.06,Email,Europe,HNI,1,1,2025-04-09
ACC1053989,61,73496.28,677,Dining Rewards,21.03,6841.58,1022.12,69.51,36.14,Social Media,Middle East,Student,1,1,2025-07-14
ACC1053990,25,58600.25,704,Balance Transfer,27.51,37715.71,3023.15,63.86,6.13,Branch,Europe,HNI,0,1,2025-12-27
ACC1053991,31,74700.29,717,Low Interest,5.17,11437.84,6865.7,109.64,19.26,Branch,Europe,HNI,1,0,2024-07-05
ACC1053992,43,85423.62,713,Low Interest,6.31,1597.45,6265.07,22.64,29.54,Branch,Europe,HNI,1,1,2024-08-23
ACC1053993,54,29026.72,674,Dining Rewards,27.76,29875.75,6018.81,44.57,37.31,Email,Latin America,HNI,1,1,2026-04-08
ACC1053994,35,101620.42,658,Balance Transfer,19.38,41605.5,3304.06,133.98,9.32,Email,Latin America,Student,1,1,2025-06-18
ACC1053995,63,81490.72,691,Low Interest,21.02,11754.65,6024.43,36.41,23.94,Phone Call,Europe,Student,1,1,2026-03-07
ACC1053996,22,85761.11,709,Cashback,29.58,7515.99,3991.18,28.81,35.08,Phone Call,Asia Pacific,HNI,1,1,2026-04-12
ACC1053997,31,64730.71,661,Premium Lifestyle,14.62,41870.04,5106.6,53.04,39.11,Branch,Asia Pacific,Student,1,1,2024-07-26
ACC1053998,30,80496.37,685,Travel Rewards,23.49,37475.74,1167.13,127.0,21.9,Phone Call,Europe,HNI,1,1,2025-09-13
ACC1053999,39,89970.57,535,Premium Lifestyle,13.12,9263.21,3808.05,67.66,11.87,Email,Latin America,Mass Market,0,0,2025-03-22
ACC1054000,61,23204.36,630,Premium Lifestyle,7.81,41178.37,6590.1,98.31,32.24,Branch,North America,Mass Market,0,1,2024-08-29
ACC1054001,42,81356.08,688,Premium Lifestyle,13.83,31917.14,5886.91,28.19,25.91,Phone Call,Latin America,Student,1,1,2025-10-17
ACC1054002,64,91435.24,747,Travel Rewards,30.54,31504.93,5008.18,27.34,37.71,Phone Call,Latin America,HNI,1,1,2024-11-03
ACC1054003,65,68381.2,643,Dining Rewards,13.29,32089.17,6795.14,60.57,10.49,Phone Call,Europe,SME,1,1,2026-03-22
ACC1054004,36,31321.25,784,Dining Rewards,10.02,8539.24,566.87,92.78,20.66,SMS,Latin America,Affluent,1,1,2024-10-10
ACC1054005,41,92120.39,725,Low Interest,12.49,8035.45,3098.15,112.04,21.91,Phone Call,Latin America,SME,1,0,2024-08-22
ACC1054006,24,104390.49,759,Low Interest,10.09,45852.87,6903.49,82.25,16.01,Branch,Asia Pacific,HNI,1,1,2026-03-04
ACC1054007,44,72462.56,697,Premium Lifestyle,7.68,18530.36,1221.13,116.51,7.22,SMS,Middle East,HNI,1,0,2024-09-30
ACC1054008,48,83366.9,717,Cashback,20.68,16641.61,4261.09,68.05,24.3,Phone Call,Middle East,HNI,1,1,2025-09-20
ACC1054009,54,74410.4,690,Low Interest,23.17,13412.34,5373.49,136.31,28.69,Email,North America,HNI,1,1,2026-02-03
ACC1054010,52,52782.34,681,Balance Transfer,22.74,2155.8,2063.84,12.77,5.83,Branch,Latin America,HNI,1,1,2024-08-19
ACC1054011,48,78448.1,736,Premium Lifestyle,16.89,49476.55,3901.31,113.75,8.02,Social Media,Middle East,Student,1,1,2026-05-13
ACC1054012,41,84270.98,683,Travel Rewards,7.74,28040.12,1000.46,18.64,32.38,Social Media,North America,Student,0,0,2025-12-27
ACC1054013,23,76298.64,778,Travel Rewards,31.06,12773.98,5235.37,133.04,9.0,Email,Asia Pacific,Affluent,1,1,2025-08-12
ACC1054014,67,92344.42,643,Dining Rewards,10.41,42411.0,533.17,59.33,35.45,Email,Asia Pacific,Affluent,0,1,2024-09-16
ACC1054015,27,73480.15,674,Dining Rewards,24.82,8825.29,359.1,142.12,19.61,Branch,Europe,Student,1,1,2024-06-27
ACC1054016,22,81456.17,654,Cashback,31.7,21753.45,5903.65,113.62,11.97,Phone Call,Asia Pacific,Student,1,1,2025-06-10
ACC1054017,58,74930.64,686,Balance Transfer,14.03,41301.43,4258.22,144.04,22.27,SMS,Europe,HNI,1,1,2025-05-01
ACC1054018,62,133190.91,736,Low Interest,25.14,45125.47,5291.82,108.84,5.69,Email,Latin America,HNI,1,1,2025-09-02
ACC1054019,58,39876.11,680,Travel Rewards,8.47,34561.66,1752.6,34.36,37.03,Branch,North America,SME,0,1,2025-11-05
ACC1054020,27,28023.84,724,Dining Rewards,6.31,3164.4,5174.65,16.9,20.02,Phone Call,Asia Pacific,HNI,1,1,2025-06-17
ACC1054021,32,107746.07,785,Low Interest,6.14,7962.89,2885.31,13.04,38.73,Social Media,Europe,SME,1,1,2024-08-31
ACC1054022,36,66560.99,699,Cashback,12.86,32095.01,5979.44,85.2,38.39,Phone Call,Middle East,HNI,1,0,2024-09-17
ACC1054023,69,23152.74,652,Travel Rewards,10.56,32658.62,2812.8,140.14,19.83,Email,Middle East,Student,0,0,2026-04-28
ACC1054024,69,30669.38,648,Low Interest,28.75,6756.37,3643.41,136.53,19.51,SMS,Europe,HNI,0,0,2026-04-16
ACC1054025,67,66911.59,677,Low Interest,21.06,12446.14,4539.08,12.75,35.99,Social Media,Asia Pacific,Student,1,1,2024-12-02
ACC1054026,69,103469.48,659,Balance Transfer,17.12,22602.94,1727.24,134.71,16.39,Email,Europe,SME,1,1,2025-02-19
ACC1054027,54,121785.93,653,Balance Transfer,9.68,8574.11,521.36,70.38,12.84,Social Media,Asia Pacific,Student,0,0,2026-02-02
ACC1054028,53,48111.23,720,Low Interest,21.01,17581.15,4971.87,121.36,10.67,SMS,Asia Pacific,HNI,1,1,2025-07-04
ACC1054029,21,122442.44,759,Travel Rewards,33.18,25667.41,6923.75,43.8,38.27,Social Media,North America,HNI,1,1,2026-02-01
ACC1054030,25,62070.51,709,Premium Lifestyle,16.89,24995.53,2889.56,52.27,24.46,Phone Call,Latin America,Affluent,0,0,2025-08-30
ACC1054031,53,107345.08,765,Cashback,23.87,11870.7,2870.32,68.65,5.67,Social Media,Latin America,Affluent,1,1,2025-05-05
ACC1054032,46,71520.66,628,Low Interest,13.99,14936.86,5771.23,64.62,15.9,Branch,North America,HNI,1,1,2025-11-16
ACC1054033,34,66948.27,679,Low Interest,34.89,2447.98,1172.45,43.99,15.91,Branch,Middle East,Mass Market,1,1,2025-10-21
ACC1054034,37,115402.03,663,Dining Rewards,11.35,23694.85,4454.72,107.8,6.46,Social Media,Asia Pacific,Mass Market,1,0,2024-11-14
ACC1054035,22,60189.96,622,Low Interest,31.49,3462.92,3135.42,94.41,12.82,Branch,North America,Affluent,1,1,2025-11-12
ACC1054036,46,46878.55,700,Dining Rewards,26.93,4810.11,1588.1,31.26,27.32,Email,North America,SME,1,1,2025-10-04
ACC1054037,29,128580.41,597,Low Interest,10.34,21785.37,1435.31,118.86,31.53,Branch,North America,Affluent,0,1,2025-09-05
ACC1054038,29,40213.97,779,Dining Rewards,24.73,22322.88,1239.42,38.21,5.94,Social Media,Middle East,SME,0,1,2026-03-22
ACC1054039,26,84322.39,705,Dining Rewards,28.04,28716.11,4540.61,81.08,31.12,SMS,Europe,HNI,1,1,2026-04-02
ACC1054040,53,26223.81,712,Low Interest,10.61,20723.36,505.64,50.67,14.55,Branch,North America,HNI,0,0,2026-04-30
ACC1054041,33,109400.82,669,Balance Transfer,5.04,21826.15,4454.78,103.01,6.39,Social Media,Asia Pacific,Mass Market,1,0,2024-06-16
ACC1054042,31,68021.98,615,Travel Rewards,24.4,26756.24,6612.81,36.06,13.78,Social Media,Europe,Affluent,1,1,2026-02-27
ACC1054043,55,111759.63,754,Balance Transfer,18.2,40997.82,508.57,21.2,34.81,SMS,North America,Affluent,0,0,2025-09-25
ACC1054044,63,70143.05,809,Premium Lifestyle,32.92,32858.65,4173.37,42.43,22.65,Social Media,Middle East,Mass Market,1,1,2025-11-06
ACC1054045,47,65736.83,716,Balance Transfer,5.53,2186.82,814.6,77.61,20.91,Branch,Middle East,Student,0,0,2024-09-08
ACC1054046,29,80566.94,737,Low Interest,14.75,4134.25,4382.95,50.24,37.48,Branch,Asia Pacific,Mass Market,1,1,2025-06-03
ACC1054047,64,25801.96,759,Dining Rewards,27.12,27257.95,3249.11,124.73,6.96,Branch,Asia Pacific,HNI,1,1,2025-06-21
ACC1054048,32,62065.99,690,Travel Rewards,20.86,31890.28,4180.46,34.1,5.98,Branch,Asia Pacific,Affluent,1,1,2025-01-28
ACC1054049,27,108727.52,683,Dining Rewards,15.24,48029.6,2348.29,116.39,14.3,Social Media,North America,Student,1,1,2025-04-22
ACC1054050,22,30885.08,775,Dining Rewards,28.86,40714.38,6181.01,120.26,11.67,Social Media,Europe,Student,1,1,2025-10-22
ACC1054051,37,61353.51,746,Travel Rewards,13.78,19111.62,6179.43,21.57,23.41,SMS,Latin America,HNI,1,1,2024-10-27
ACC1054052,58,93916.27,601,Dining Rewards,16.64,28815.63,1465.92,126.87,33.17,Email,Middle East,Student,0,1,2025-09-04
ACC1054053,69,107148.88,637,Low Interest,22.5,5893.31,1019.8,126.09,5.74,Phone Call,Asia Pacific,SME,0,0,2026-04-26
ACC1054054,52,109616.94,656,Balance Transfer,26.83,37870.61,6993.65,144.61,25.5,Email,Asia Pacific,Student,1,1,2025-12-01
ACC1054055,43,63315.27,683,Cashback,14.04,44447.24,4850.57,127.81,26.91,Branch,Middle East,Mass Market,0,1,2025-12-12
ACC1054056,45,44448.9,701,Premium Lifestyle,7.87,1737.28,2645.53,90.14,13.25,Phone Call,Asia Pacific,Student,0,0,2025-09-16
ACC1054057,21,27389.99,731,Premium Lifestyle,34.7,28052.76,653.21,87.9,7.81,Email,Europe,SME,1,1,2024-07-29
ACC1054058,38,47206.61,756,Low Interest,15.57,20213.39,2691.23,143.87,15.03,Branch,Middle East,Affluent,1,1,2025-06-18
ACC1054059,23,118360.27,709,Premium Lifestyle,19.11,49543.92,5482.23,91.42,33.15,Branch,Europe,Affluent,1,1,2025-12-27
ACC1054060,52,56055.79,747,Dining Rewards,19.08,21761.11,1488.78,82.78,14.23,Social Media,Middle East,SME,0,0,2025-12-16
ACC1054061,49,78888.13,639,Low Interest,26.87,10861.19,5810.85,135.21,35.84,Branch,Latin America,HNI,1,1,2025-01-13
ACC1054062,50,109759.02,795,Balance Transfer,14.15,15610.24,609.21,143.95,20.75,Social Media,North America,Mass Market,0,1,2025-03-03
ACC1054063,32,106574.91,736,Premium Lifestyle,20.79,47969.79,2880.12,117.41,5.5,Branch,Asia Pacific,SME,0,0,2024-06-21
ACC1054064,48,15000.0,645,Cashback,22.69,11624.92,2040.02,113.01,23.14,Phone Call,North America,Mass Market,0,1,2025-09-28
ACC1054065,69,77799.96,693,Cashback,23.68,43423.6,145.61,147.14,20.31,Email,Middle East,Student,1,1,2025-08-18
ACC1054066,39,126040.64,739,Low Interest,25.67,32361.53,5298.21,140.16,34.58,Branch,Latin America,HNI,1,1,2025-09-18
ACC1054067,42,47028.67,648,Travel Rewards,19.57,18485.07,2142.97,142.62,18.21,SMS,Asia Pacific,SME,1,1,2025-10-27
ACC1054068,34,105471.07,788,Low Interest,10.55,38127.85,892.27,118.48,14.81,Social Media,North America,Affluent,1,1,2024-06-11
ACC1054069,52,66626.61,507,Balance Transfer,26.14,38040.78,3291.2,10.58,18.72,Branch,Europe,Affluent,0,1,2025-04-30
ACC1054070,67,105008.22,572,Dining Rewards,7.24,2020.89,6942.76,70.07,29.4,Branch,Europe,Affluent,1,1,2024-09-17
ACC1054071,43,79904.46,638,Low Interest,33.39,7738.78,3106.05,62.13,8.82,Phone Call,Europe,Mass Market,1,1,2025-04-03
ACC1054072,26,59969.18,680,Dining Rewards,10.25,47276.87,2846.96,141.01,15.12,Phone Call,Europe,SME,1,1,2025-12-10
ACC1054073,44,67042.67,684,Premium Lifestyle,31.96,24222.98,5907.99,60.89,24.52,SMS,Middle East,HNI,1,1,2025-09-23
ACC1054074,41,92420.34,779,Cashback,21.5,2354.62,2206.84,114.98,29.04,SMS,Middle East,Mass Market,0,0,2025-04-14
ACC1054075,36,69887.98,643,Travel Rewards,24.15,24099.06,6151.41,75.24,16.67,Social Media,Asia Pacific,HNI,0,1,2025-08-27
ACC1054076,27,96123.06,613,Travel Rewards,11.63,43778.66,2743.65,89.48,8.85,Social Media,Europe,SME,1,1,2025-04-27
ACC1054077,26,15000.0,704,Cashback,27.27,6302.12,542.09,147.06,7.89,Branch,North America,Mass Market,0,1,2025-10-05
ACC1054078,60,104803.8,645,Balance Transfer,15.96,49488.06,2573.7,141.46,34.48,Email,Middle East,HNI,0,0,2025-06-02
ACC1054079,63,57064.29,661,Travel Rewards,12.59,27907.36,127.03,145.2,36.43,Branch,Asia Pacific,HNI,0,0,2025-04-11
ACC1054080,54,78458.65,847,Cashback,12.13,5281.27,4123.48,145.19,29.49,SMS,Europe,Student,0,0,2025-11-28
ACC1054081,55,50531.32,642,Dining Rewards,19.45,17242.85,1866.42,125.86,34.5,Social Media,Europe,Affluent,1,1,2025-11-17
ACC1054082,32,120594.67,762,Balance Transfer,13.26,10978.94,1612.4,99.28,22.55,Branch,Europe,Affluent,0,0,2025-08-10
ACC1054083,24,99309.32,744,Balance Transfer,21.45,8078.31,6534.21,49.06,8.06,Branch,Europe,HNI,1,1,2024-10-30
ACC1054084,68,93206.52,751,Premium Lifestyle,9.78,28397.36,4976.86,141.35,9.38,SMS,Middle East,SME,1,1,2025-11-21
ACC1054085,46,64358.98,792,Balance Transfer,30.64,25091.33,6019.63,139.61,33.64,Phone Call,North America,SME,1,1,2024-05-30
ACC1054086,47,88943.25,618,Low Interest,15.92,40431.11,6263.22,36.31,22.21,Email,North America,Student,1,0,2025-02-25
ACC1054087,45,51592.46,776,Cashback,10.46,1649.45,5861.41,27.36,15.39,Email,Middle East,Mass Market,1,1,2024-07-31
ACC1054088,39,79156.01,555,Balance Transfer,22.29,22271.91,955.17,80.36,34.04,Phone Call,North America,Mass Market,1,1,2026-02-24
ACC1054089,49,54856.88,690,Dining Rewards,12.3,32553.73,2486.39,74.39,30.42,Social Media,Asia Pacific,Student,0,1,2024-08-06
ACC1054090,24,95963.63,621,Low Interest,20.28,46120.51,770.41,77.36,39.65,SMS,Latin America,Student,1,1,2025-11-24
ACC1054091,64,42809.58,611,Premium Lifestyle,32.2,48536.52,2192.35,101.39,10.98,Phone Call,Middle East,Affluent,1,1,2026-02-10
ACC1054092,35,110041.67,796,Low Interest,13.21,29044.57,766.71,60.63,35.35,Branch,Asia Pacific,Mass Market,0,0,2024-06-14
ACC1054093,62,111190.88,626,Premium Lifestyle,28.27,47990.41,5884.46,124.5,7.06,Social Media,Europe,Mass Market,1,1,2026-01-24
ACC1054094,52,34345.48,724,Premium Lifestyle,29.77,19255.02,402.48,128.32,9.81,Social Media,Europe,HNI,1,1,2026-02-27
ACC1054095,65,84497.35,607,Dining Rewards,20.37,14097.48,6693.19,92.86,20.19,SMS,Middle East,Mass Market,1,1,2024-12-20
ACC1054096,37,31911.81,720,Low Interest,5.61,21421.6,4746.72,24.87,19.85,Email,Asia Pacific,Student,1,1,2024-09-22
ACC1054097,42,103208.64,660,Premium Lifestyle,18.5,48032.98,5281.73,27.81,6.37,Branch,North America,HNI,1,0,2025-12-21
ACC1054098,60,85556.4,657,Low Interest,27.59,42896.93,3768.26,92.19,24.24,Branch,Asia Pacific,Mass Market,1,1,2025-12-05
ACC1054099,51,95105.36,677,Low Interest,14.41,17939.77,2145.53,22.68,18.71,Phone Call,Europe,Mass Market,1,1,2026-03-15
ACC1054100,32,108885.75,685,Balance Transfer,5.45,40257.74,5532.82,47.52,37.18,Email,Middle East,HNI,1,1,2025-12-17
ACC1054101,53,104240.1,649,Balance Transfer,7.61,10947.06,2442.38,148.39,11.32,Phone Call,Asia Pacific,Student,0,0,2025-12-12
ACC1054102,38,62776.64,742,Travel Rewards,26.25,42421.81,1982.55,91.22,22.72,SMS,Asia Pacific,Mass Market,1,1,2026-02-05
ACC1054103,35,117045.04,666,Premium Lifestyle,6.23,49732.12,6846.61,55.69,27.95,Email,Latin America,SME,1,1,2025-04-25
ACC1054104,64,43484.96,694,Dining Rewards,23.32,6909.99,5188.21,86.91,6.79,Phone Call,Middle East,SME,1,1,2026-01-04
ACC1054105,25,97901.39,771,Premium Lifestyle,7.35,39481.92,714.45,54.24,26.61,Email,Latin America,HNI,0,0,2024-09-09
ACC1054106,51,60086.28,647,Cashback,31.93,44482.08,2921.76,79.72,24.05,Social Media,Asia Pacific,Mass Market,1,1,2026-04-29
ACC1054107,62,39372.24,769,Travel Rewards,33.4,3557.71,238.65,122.57,35.41,Branch,Asia Pacific,Affluent,0,1,2025-04-09
ACC1054108,55,69938.88,711,Travel Rewards,23.3,28241.37,5559.35,21.34,30.4,SMS,North America,Student,1,1,2025-02-16
ACC1054109,24,119792.93,667,Balance Transfer,7.39,17876.85,2293.57,89.44,6.33,Branch,Middle East,Mass Market,0,1,2025-08-26
ACC1054110,36,84211.39,687,Cashback,5.92,4800.11,2181.18,24.68,13.46,SMS,North America,Affluent,1,1,2025-10-24
ACC1054111,33,93418.44,691,Premium Lifestyle,27.91,25563.52,1567.74,121.71,13.9,Social Media,Asia Pacific,HNI,1,1,2024-10-07
ACC1054112,50,92505.5,678,Premium Lifestyle,18.34,23438.2,3156.49,120.25,34.27,SMS,Latin America,Mass Market,0,0,2024-12-13
ACC1054113,62,105351.65,730,Premium Lifestyle,5.71,44148.95,5741.5,70.62,26.9,Branch,Asia Pacific,Affluent,1,1,2025-09-01
ACC1054114,58,81615.83,634,Cashback,13.47,30031.47,5720.77,71.81,21.68,Phone Call,Middle East,SME,1,1,2024-08-18
ACC1054115,51,101537.71,828,Low Interest,14.09,36005.09,1868.78,30.3,7.3,SMS,North America,SME,0,0,2025-09-19
ACC1054116,47,24462.49,710,Cashback,21.55,29679.57,4190.62,14.49,31.14,SMS,Asia Pacific,Affluent,1,1,2025-09-06
ACC1054117,35,72715.85,709,Low Interest,6.54,6180.08,4555.32,39.4,28.94,Branch,Middle East,Mass Market,1,0,2026-03-21
ACC1054118,59,88286.19,700,Premium Lifestyle,33.01,49382.9,953.65,149.38,15.72,Branch,Middle East,SME,1,1,2024-06-04
ACC1054119,34,54437.84,679,Balance Transfer,16.02,46397.21,6068.23,78.51,21.05,Phone Call,Latin America,Affluent,1,1,2025-10-11
ACC1054120,56,45875.49,688,Travel Rewards,20.21,29196.57,1685.55,143.31,12.63,Social Media,Asia Pacific,Mass Market,1,1,2024-05-17
ACC1054121,31,40007.19,757,Travel Rewards,34.25,2411.74,109.1,94.37,37.31,Branch,Asia Pacific,Mass Market,1,1,2026-04-16
ACC1054122,44,65027.3,721,Cashback,12.2,33769.79,3276.11,146.53,10.14,Phone Call,Latin America,Student,1,1,2025-05-30
ACC1054123,49,50950.2,674,Low Interest,15.66,2248.91,4981.61,126.51,22.14,Phone Call,Middle East,Affluent,1,1,2026-03-12
ACC1054124,27,78071.05,777,Balance Transfer,14.87,45638.75,4933.74,84.84,18.21,Email,Europe,HNI,1,1,2026-03-24
ACC1054125,48,58357.13,744,Premium Lifestyle,5.63,3231.48,3222.14,86.61,31.05,Branch,Europe,Affluent,0,0,2024-07-09
ACC1054126,45,39800.3,644,Low Interest,19.79,49166.75,2798.19,74.87,12.52,Social Media,Asia Pacific,Mass Market,1,1,2024-09-29
ACC1054127,26,81180.86,726,Cashback,13.88,34595.83,4911.21,126.88,30.85,Branch,North America,HNI,1,1,2025-11-04
ACC1054128,28,82108.11,706,Cashback,15.6,1104.86,1082.9,130.41,11.8,SMS,Asia Pacific,Affluent,1,0,2025-05-06
ACC1054129,58,117497.96,724,Travel Rewards,23.15,14036.78,1600.07,104.08,19.79,Branch,Latin America,Mass Market,0,0,2024-09-25
ACC1054130,26,93117.32,665,Dining Rewards,19.86,27350.49,4565.36,129.03,36.27,SMS,Latin America,Affluent,1,1,2025-03-24
ACC1054131,65,98726.04,670,Travel Rewards,29.92,34381.45,3396.45,103.76,23.6,SMS,Middle East,Mass Market,1,1,2026-04-09
ACC1054132,53,70327.17,745,Travel Rewards,22.45,40437.45,2547.2,123.14,36.79,Phone Call,Europe,Mass Market,1,1,2024-06-11
ACC1054133,31,97643.73,697,Travel Rewards,10.23,43720.78,1802.37,74.8,13.11,Branch,Middle East,SME,0,0,2025-01-05
ACC1054134,56,109768.89,758,Dining Rewards,11.66,29074.42,5698.76,123.0,10.96,SMS,North America,Mass Market,1,1,2025-09-03
ACC1054135,57,42933.7,801,Cashback,34.98,26818.34,2594.92,91.47,8.17,Social Media,Middle East,SME,1,1,2025-10-28
ACC1054136,49,110388.94,771,Cashback,9.32,4032.91,5558.91,90.26,10.96,Email,Latin America,Student,1,1,2024-11-14
ACC1054137,32,115890.72,665,Premium Lifestyle,23.69,36729.7,2869.07,41.3,37.9,Branch,Asia Pacific,Student,1,1,2026-04-21
ACC1054138,57,73666.44,785,Balance Transfer,27.05,17884.15,4392.09,50.08,6.82,Phone Call,Europe,HNI,1,0,2026-02-12
ACC1054139,63,25691.83,748,Travel Rewards,25.19,19871.14,5494.45,133.88,5.54,Email,Europe,Mass Market,1,1,2024-07-20
ACC1054140,69,39523.37,666,Premium Lifestyle,28.49,46001.3,2237.77,68.33,35.91,Email,Latin America,HNI,1,1,2024-06-20
ACC1054141,36,104264.41,694,Balance Transfer,26.66,17881.08,2771.94,17.79,8.19,Branch,Europe,HNI,0,1,2025-08-21
ACC1054142,35,93874.91,717,Balance Transfer,34.94,32665.03,1440.03,57.8,30.56,Email,North America,SME,1,1,2025-12-14
ACC1054143,67,117206.37,641,Balance Transfer,33.23,12813.46,4463.79,100.22,9.46,Branch,Middle East,Affluent,1,1,2025-04-26
ACC1054144,23,140660.38,664,Balance Transfer,10.59,31291.2,5803.22,54.2,31.05,Social Media,Middle East,Mass Market,1,1,2024-06-10
ACC1054145,48,63787.39,711,Cashback,22.73,39915.02,4455.35,72.5,5.15,Social Media,Europe,HNI,1,1,2025-10-05
ACC1054146,64,121380.31,675,Travel Rewards,33.09,27834.66,3414.38,107.4,35.8,Branch,Europe,Affluent,1,1,2025-09-01
ACC1054147,55,77423.91,669,Premium Lifestyle,18.1,6628.25,1367.4,41.12,34.97,Social Media,Middle East,Affluent,1,1,2024-07-01
ACC1054148,63,55031.19,686,Dining Rewards,24.34,23350.67,541.93,75.77,35.99,SMS,Latin America,Student,1,1,2025-12-26
ACC1054149,55,110138.16,730,Travel Rewards,5.21,9009.1,2340.15,145.29,32.14,Social Media,Latin America,Affluent,0,1,2025-09-20
ACC1054150,38,60903.36,732,Travel Rewards,21.63,30157.69,835.81,14.23,11.2,Email,Latin America,Student,0,1,2025-01-07
